_id,author,cover_image_url,id,introduction,keywords,misc_metadata.丛编项,misc_metadata.出版发行项,misc_metadata.善本书号,misc_metadata.四部分类号,misc_metadata.版本书目史注,misc_metadata.版本项,misc_metadata.现有藏本附注,misc_metadata.责任者,name,of_category_name,of_collection_name,volumes
615ee67af181f6f81b3b5175,(明)歸有光  (清)錢謙益選定 王少鶴批,http://202.106.125.217/img3/img892/20190822103013/290100091_0001.jpg,290100091,,[],,存三十卷，別集十卷，附錄一卷  8冊  綫裝,,集部/別集,,清康熙十八年刻本,雲南省圖書館藏,(明)歸有光  (清)錢謙益選定 王少鶴批,震川先生集三十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b5366""},""id"":""299179"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100091/0001/290100091_0001.pdf"",""toc"":[[null,""震川先生集""],[null,""震川先生集 序""],[null,""震川先生集 凡例""],[null,""震川先生集 目錄""],[null,""震川先生集 卷之一 經解""],[null,""震川先生集 卷之二 序""]],""index_in_book"":0,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67af181f6f81b3b52a0""},""id"":""299180"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""震川先生集 卷之四 雜文""],[null,""震川先生集 卷之五 題跋""],[null,""震川先生集 卷之六 書""],[null,""震川先生集 卷之七 書""],[null,""震川先生集 卷之八 書""],[null,""震川先生集 卷之九 贈送序""]],""index_in_book"":1,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67af181f6f81b3b5285""},""id"":""299181"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100091/0003/290100091_0003.pdf"",""toc"":[[null,""震川先生集 卷之十 贈送序""],[null,""震川先生集 卷之十一 贈送序""],[null,""震川先生集 卷之十二 壽序""],[null,""震川先生集 卷之十三 壽序""]],""index_in_book"":2,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5350""},""id"":""299182"",""name"":""第4册"",""file_path"":null,""toc"":[[null,""震川先生集 卷之十五 記""],[null,""震川先生集 卷之十六 記""],[null,""震川先生集 卷之十七 記""],[null,""震川先生集 卷之十八 墓誌銘""]],""index_in_book"":3,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5347""},""id"":""299183"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100091/0005/290100091_0005.pdf"",""toc"":[[null,""震川先生集 卷之二十 墓誌銘""],[null,""震川先生集 卷之二十一 墓誌銘""],[null,""震川先生集 卷之二十二 權厝誌 生誌 壙誌""],[null,""震川先生集 卷之二十三 墓表""],[null,""震川先生集 卷之二十四 碑碣""],[null,""震川先生集 卷之二十五 行狀""]],""index_in_book"":4,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67af181f6f81b3b52e0""},""id"":""299184"",""name"":""第6册"",""file_path"":null,""toc"":[[null,""震川先生集 卷之二十六 傳""],[null,""震川先生集 卷之二十七 傳""],[null,""震川先生集 卷之二十八 譜 世家""],[null,""震川先生集 卷之二十九 銘 頌 贊""],[null,""震川先生集 卷之三十 祭文 哀誄""],[null,""震川先生別集""]],""index_in_book"":5,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67af181f6f81b3b528f""},""id"":""299185"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100091/0007/290100091_0007.pdf"",""toc"":[[null,""震川先生集別集 卷之二上 應制策""],[null,""震川先生集別集 卷之二下 應制策""],[null,""震川先生集別集 卷之三 制誥 奏疏 策問""],[null,""震川先生集別集 卷之四 志""],[null,""震川先生集別集 卷之五 宋史論贊""],[null,""震川先生集別集 卷之六 紀行""]],""index_in_book"":6,""of_book_id"":""290100091"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67af181f6f81b3b52ad""},""id"":""299186"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100091/0008/290100091_0008.pdf"",""toc"":[[null,""震川先生集別集 卷之七 小簡""],[null,""震川先生集別集 卷之八 小簡""],[null,""震川先生集別集 卷之九 公移""],[null,""震川先生集別集 卷之十 古今詩""]],""index_in_book"":7,""of_book_id"":""290100091"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b5180,(明)陳佐才  袁嘉榖批校,http://202.106.125.217/img3/img892/20190822103013/290100086_0001.jpg,290100086,,[],,存二卷  1冊  綫裝，金鑲玉,,集部/別集,陳翼叔詩集  陳翼叔詩集,清康熙刻本,雲南省圖書館藏,(明)陳佐才  袁嘉榖批校,天叫集二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67af181f6f81b3b52c1""},""id"":""299159"",""name"":""第1册"",""file_path"":null,""toc"":[],""index_in_book"":0,""of_book_id"":""290100086"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b51bd,(明)張含  (清)許賀來選,http://202.106.125.217/img3/img892/20190822103013/290100064_0001.jpg,290100064,,[],,存一卷  1冊  平裝,,集部/別集,,鈔本,雲南省圖書館藏,(明)張含  (清)許賀來選,張禺山詩選一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b536f""},""id"":""299083"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100064/0001/290100064_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100064"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b52b7,(明)王守仁  ,http://202.106.125.217/img3/img892/20190822103013/290100058_0001.jpg,290100058,,[],,存十卷（外集五至六，別集一、八至十四）  8冊  綫裝,,集部/別集,,明嘉靖三十六年新安胡宗憲刻本,雲南省圖書館藏,(明)王守仁,陽明先生文錄二十四卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b5382""},""id"":""299055"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0001/290100058_0001.pdf"",""toc"":[[null,""陽明先生文錄外集""],[null,""陽明先生文錄外集 卷五 書""]],""index_in_book"":0,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53a1""},""id"":""299056"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""陽明先生文錄別集""],[null,""陽明先生文錄別集 卷一 奏疏""]],""index_in_book"":1,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53c9""},""id"":""299057"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0003/290100058_0003.pdf"",""toc"":[],""index_in_book"":2,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53ac""},""id"":""299058"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0004/290100058_0004.pdf"",""toc"":[[null,""陽明先生文錄別集 卷九 公移二""],[null,""陽明先生文錄別集 卷十 公移三""]],""index_in_book"":3,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5398""},""id"":""299059"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0005/290100058_0005.pdf"",""toc"":[],""index_in_book"":4,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b538c""},""id"":""299060"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0006/290100058_0006.pdf"",""toc"":[],""index_in_book"":5,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5379""},""id"":""299061"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0007/290100058_0007.pdf"",""toc"":[],""index_in_book"":6,""of_book_id"":""290100058"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53b5""},""id"":""299062"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100058/0008/290100058_0008.pdf"",""toc"":[],""index_in_book"":7,""of_book_id"":""290100058"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b52cb,(民國)丘廷和  張振軍跋,http://202.106.125.217/img3/img892/20190822103013/290100160_0001.jpg,290100160,,[],,存三卷（卷一至三）  2冊  綫裝,,史部/地理類,,null,雲南省圖書館藏,(民國)丘廷和  張振軍跋,緬寗縣志未定稿二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b53f2""},""id"":""299533"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100160/0001/290100160_0001.pdf"",""toc"":[[null,""緬寗縣志未定稿 序""],[null,""緬寗縣志未定稿 凡例""],[null,""緬寗縣志未定稿 目錄""],[null,""緬寗縣志未定稿 卷之一""]],""index_in_book"":0,""of_book_id"":""290100160"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5407""},""id"":""299534"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100160/0002/290100160_0002.pdf"",""toc"":[[null,""緬寗縣志未定稿 卷之二""],[null,""緬寗縣志未定稿 卷之三""]],""index_in_book"":1,""of_book_id"":""290100160"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b52d6,（清）釋正脈  ,http://202.106.125.217/img3/img892/20190822103013/290100179_0001.jpg,290100179,,[],,存四卷  1冊  綫裝，金鑲玉,,集部/別集,,清雍正刻本,雲南省圖書館藏,（清）釋正脈,大鑑堂詩集全集四卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b53d4""},""id"":""299634"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100179/0001/290100179_0001.pdf"",""toc"":[[null,""大鑑堂詩全集 序""],[null,""大鑑堂詩全集 卷一 雞足中峰笠菴脈禪師集""],[null,""大鑑堂詩全集 卷二 虛堆雲閣集""],[null,""大鑑堂詩全集 卷三 南旋詩集""]],""index_in_book"":0,""of_book_id"":""290100179"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b52ea,(明)貝瓊  (清)金檀編輯,http://202.106.125.217/img3/img892/20190822103013/290100052_0001.jpg,290100052,,[],,存四十卷（詩集十卷，文集三十卷）  6冊  綫裝,,集部/別集,十一行行二十字白口左右雙邊,清康熙五十八年金檀燕翼堂刻本,雲南省圖書館藏,(明)貝瓊  (清)金檀編輯,清江全集四十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b53de""},""id"":""299041"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100052/0001/290100052_0001.pdf"",""toc"":[[null,""清江貝先生詩集""],[null,""清江貝先生詩集 卷首""],[null,""清江貝先生詩集 目錄""],[null,""清江貝先生詩集 卷一 賦""],[null,""清江貝先生詩集 卷二 四言詩 五言古詩""],[null,""清江貝先生詩集 卷三 五言古詩""]],""index_in_book"":0,""of_book_id"":""290100052"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53e8""},""id"":""299042"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100052/0002/290100052_0002.pdf"",""toc"":[[null,""清江貝先生詩集 卷五 七言古詩""],[null,""清江貝先生詩集 卷六 五言律詩""],[null,""清江貝先生詩集 卷七 七言律詩""],[null,""清江貝先生詩集 卷八 七言律詩""],[null,""清江貝先生詩集 卷九 五言排律 七言排律""],[null,""清江貝先生詩集 卷十 五言絕句 七言絕句 詩餘""]],""index_in_book"":1,""of_book_id"":""290100052"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53bf""},""id"":""299043"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100052/0003/290100052_0003.pdf"",""toc"":[[null,""清江貝先生文集""],[null,""清江貝先生文集 目錄""],[null,""清江貝先生文集 卷一 海昌集""],[null,""清江貝先生文集 卷二 雲間集""],[null,""清江貝先生文集 卷三 雲間集""],[null,""清江貝先生文集 卷四 雲間集""],[null,""清江貝先生文集 卷五 雲間集""],[null,""清江貝先生文集 卷六 雲間集""]],""index_in_book"":2,""of_book_id"":""290100052"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b5603""},""id"":""299044"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100052/0004/290100052_0004.pdf"",""toc"":[[null,""清江貝先生文集 卷七 雲間集""],[null,""清江貝先生文集 卷八 雲間集""],[null,""清江貝先生文集 卷九 兩峰集""],[null,""清江貝先生文集 卷十 兩峰集""],[null,""清江貝先生文集 卷十一 兩峰集""],[null,""清江貝先生文集 卷十二 金陵集""],[null,""清江貝先生文集 卷十三 金陵集""],[null,""清江貝先生文集 卷十四 金陵集""],[null,""清江貝先生文集 卷十五 金陵集""],[null,""清江貝先生文集 卷十六 金陵集""]],""index_in_book"":3,""of_book_id"":""290100052"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b560b""},""id"":""299045"",""name"":""第5册"",""file_path"":null,""toc"":[[null,""清江貝先生文集 卷十七 金陵集""],[null,""清江貝先生文集 卷十八 金陵集""],[null,""清江貝先生文集 卷十九 金陵集""],[null,""清江貝先生文集 卷二十 金陵集""],[null,""清江貝先生文集 卷二十一 金陵集""],[null,""清江貝先生文集 卷二十二 中都稿""],[null,""清江貝先生文集 卷二十三 中都稿""],[null,""清江貝先生文集 卷二十四 中都稿""]],""index_in_book"":4,""of_book_id"":""290100052"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b55d7""},""id"":""299046"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100052/0006/290100052_0006.pdf"",""toc"":[[null,""清江貝先生文集 卷二十五 中都稿""],[null,""清江貝先生文集 卷二十六 中都稿""],[null,""清江貝先生文集 卷二十七 中都稿""],[null,""清江貝先生文集 卷二十八 中都稿""],[null,""清江貝先生文集 卷二十九 中都稿""],[null,""清江貝先生文集 卷三十 中都稿""]],""index_in_book"":5,""of_book_id"":""290100052"",""of_collection_name"":""data_892""}]"
615ee67af181f6f81b3b52f4,(清)李含和  ,http://202.106.125.217/img3/img892/20190822103013/290100149_0001.jpg,290100149,,[],,2冊  綫裝，金鑲玉,,集部/別集,,清稿本,雲南省圖書館藏,(清)李含和,金沙集詩草不分卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b5410""},""id"":""299486"",""name"":""第1册"",""file_path"":null,""toc"":[],""index_in_book"":0,""of_book_id"":""290100149"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b541a""},""id"":""299487"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100149/0002/290100149_0002.pdf"",""toc"":[],""index_in_book"":1,""of_book_id"":""290100149"",""of_collection_name"":""data_892""}]"
615ee67bf181f6f81b3b52ff,(清)鈕琇  ,http://202.106.125.217/img3/img892/20190822103013/290100143_0001.jpg,290100143,,[],,存三卷  2冊  綫裝,,集部/別集,,清康熙刻本,雲南省圖書館藏,(清)鈕琇,臨野堂尺牘二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67cf181f6f81b3b556f""},""id"":""299477"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100143/0001/290100143_0001.pdf"",""toc"":[[null,""臨野堂尺牘 題辭""],[null,""臨野堂尺牘 卷上""]],""index_in_book"":0,""of_book_id"":""290100143"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b5579""},""id"":""299478"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""臨野堂尺牘 卷中""],[null,""臨野堂尺牘 卷下""]],""index_in_book"":1,""of_book_id"":""290100143"",""of_collection_name"":""data_892""}]"
615ee67bf181f6f81b3b5311,(清)查慎行  ,http://202.106.125.217/img3/img892/20190822103013/290100156_0001.jpg,290100156,,[],,存五十卷 續集六卷  10冊  綫裝,,集部/別集,,清康熙至乾隆刻本,雲南省圖書館藏,(清)查慎行,敬業堂詩集五十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67cf181f6f81b3b55a2""},""id"":""299507"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0001/290100156_0001.pdf"",""toc"":[[null,""敬業堂詩集""],[null,""敬業堂詩集 序""],[null,""敬業堂詩集 目錄""],[null,""敬業堂詩集 卷一 慎旃集上""],[null,""敬業堂詩集 卷二 慎旃集中""],[null,""敬業堂詩集 卷三 慎旃集下""],[null,""敬業堂詩集 卷四 遄歸集 西江集""],[null,""敬業堂詩集 卷五 踰淮集""]],""index_in_book"":0,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b5584""},""id"":""299508"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""敬業堂詩集 卷七 假館集下""],[null,""敬業堂詩集 卷八 人海集""],[null,""敬業堂詩集 卷九 春帆集""],[null,""敬業堂詩集 卷十 獨吟集""],[null,""敬業堂詩集 卷十一 竿木集 題壁集""],[null,""敬業堂詩集 卷十二 橘社集""]],""index_in_book"":1,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b5598""},""id"":""299509"",""name"":""第3册"",""file_path"":null,""toc"":[[null,""敬業堂詩集 卷十四 湓城集""],[null,""敬業堂詩集 卷十五 雲霧窟集""],[null,""敬業堂詩集 卷十六 客船集 並轡集""],[null,""敬業堂詩集 卷十七 冗寄集""],[null,""敬業堂詩集 卷十八 白蘋集 秋鳴集""],[null,""敬業堂詩集 卷十九 敝裘集 酒人集""]],""index_in_book"":2,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b53fc""},""id"":""299510"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0004/290100156_0004.pdf"",""toc"":[[null,""敬業堂詩集 卷二十 游梁集""],[null,""敬業堂詩集 卷二十一 皖上集""],[null,""敬業堂詩集 卷二十二 中江集""],[null,""敬業堂詩集 卷二十三 得樹樓集 近遊集""],[null,""敬業堂詩集 卷二十四 賓雲集""],[null,""敬業堂詩集 卷二十五 炎天水雪集 垂槖集""]],""index_in_book"":3,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b5551""},""id"":""299511"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0005/290100156_0005.pdf"",""toc"":[[null,""敬業堂詩集 卷二十七 過夏集""],[null,""敬業堂詩集 卷二十八 偷存集 繙經集""],[null,""敬業堂詩集 卷二十九 赴召集""],[null,""敬業堂詩集 卷三十 隨輦集""],[null,""敬業堂詩集 卷三十一 直廬集""],[null,""敬業堂詩集 卷三十二 考牧集""]],""index_in_book"":4,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b550b""},""id"":""299512"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0006/290100156_0006.pdf"",""toc"":[[null,""敬業堂詩集 卷三十四 西阡集 迎鑾集""],[null,""敬業堂詩集 卷三十五 還朝集""],[null,""敬業堂詩集 卷三十六 道院集""],[null,""敬業堂詩集 卷三十七 槐簃集上""],[null,""敬業堂詩集 卷三十八 槐簃集下""],[null,""敬業堂詩集 卷三十九 棗東集""]],""index_in_book"":5,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b54a6""},""id"":""299513"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0007/290100156_0007.pdf"",""toc"":[[null,""敬業堂詩集 卷四十 長告集""],[null,""敬業堂詩集 卷四十一 待放集""],[null,""敬業堂詩集 卷四十二 計日集""],[null,""敬業堂詩集 卷四十三 齒會集""]],""index_in_book"":6,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b542e""},""id"":""299514"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0008/290100156_0008.pdf"",""toc"":[[null,""敬業堂詩集 卷四十五 吾過集""],[null,""敬業堂詩集 卷四十六 夏課集 望歲集""],[null,""敬業堂詩集 卷四十七 粵游集上""],[null,""敬業堂詩集 卷四十八 粵游集下""],[null,""敬業堂詩集 卷四十九 餘波詞上""],[null,""敬業堂詩集 卷五十 餘波詞下""]],""index_in_book"":7,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b546b""},""id"":""299515"",""name"":""第9册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0009/290100156_0009.pdf"",""toc"":[[null,""敬業堂續集""],[null,""敬業堂續集 目錄""],[null,""敬業堂續集 卷一 湯與集上""],[null,""敬業堂續集 卷二 湯與集下""]],""index_in_book"":8,""of_book_id"":""290100156"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5425""},""id"":""299516"",""name"":""第10册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100156/0010/290100156_0010.pdf"",""toc"":[[null,""敬業堂續集 卷四 餘生集下""],[null,""敬業堂續集 卷五 詣獄集""]],""index_in_book"":9,""of_book_id"":""290100156"",""of_collection_name"":""data_892""}]"
615ee67bf181f6f81b3b531d,(清)錢謙益  ,http://202.106.125.217/img3/img892/20190822103013/290100135_0001.jpg,290100135,,[],,存二卷  2冊  綫裝,,集部/別集,,清鈔本,雲南省圖書館藏,(清)錢謙益,投筆集,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67bf181f6f81b3b549c""},""id"":""299404"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100135/0001/290100135_0001.pdf"",""toc"":[[null,""投筆集 序""],[null,""投筆集 卷上""]],""index_in_book"":0,""of_book_id"":""290100135"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b547d""},""id"":""299405"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100135/0002/290100135_0002.pdf"",""toc"":[],""index_in_book"":1,""of_book_id"":""290100135"",""of_collection_name"":""data_892""}]"
615ee67bf181f6f81b3b5334,(清)查慎行  ,http://202.106.125.217/img3/img892/20190822103013/290100155_0001.jpg,290100155,,[],,存五十卷  7冊  綫裝,,集部/別集,十一行二十一字白口左右雙邊,清康熙查民敬業堂刻本,雲南省圖書館藏,(清)查慎行,敬業堂詩集五十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee67cf181f6f81b3b55cd""},""id"":""299500"",""name"":""第1册"",""file_path"":null,""toc"":[[null,""敬業堂詩集 序""],[null,""敬業堂詩集 目錄""],[null,""敬業堂詩集 卷一 慎旃集上""],[null,""敬業堂詩集 卷二 慎旃集中""],[null,""敬業堂詩集 卷三 慎旃集下""],[null,""敬業堂詩集 卷四 遄歸集 西江集""]],""index_in_book"":0,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b55e1""},""id"":""299501"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100155/0002/290100155_0002.pdf"",""toc"":[[null,""敬業堂詩集 卷六 假館集上""],[null,""敬業堂詩集 卷七 假館集下""],[null,""敬業堂詩集 卷八 人海集""],[null,""敬業堂詩集 卷九 春帆集""],[null,""敬業堂詩集 卷十 獨吟集""],[null,""敬業堂詩集 卷十一 竿木集 題壁集""],[null,""敬業堂詩集 卷十二 橘社集""],[null,""敬業堂詩集 卷十三 勸酬集""]],""index_in_book"":1,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67cf181f6f81b3b558e""},""id"":""299502"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100155/0003/290100155_0003.pdf"",""toc"":[[null,""敬業堂詩集 卷十四 湓城集""],[null,""敬業堂詩集 卷十五 雲霧窟集""],[null,""敬業堂詩集 卷十六 客船集 並轡集""],[null,""敬業堂詩集 卷十七 冗寄集""],[null,""敬業堂詩集 卷十八 白蘋集 秋鳴集""],[null,""敬業堂詩集 卷十九 敝裘集 酒人集""]],""index_in_book"":2,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5489""},""id"":""299503"",""name"":""第4册"",""file_path"":null,""toc"":[[null,""敬業堂詩集 卷二十 游梁集""],[null,""敬業堂詩集 卷二十一 皖上集""],[null,""敬業堂詩集 卷二十二 中江集""],[null,""敬業堂詩集 卷二十三 得樹樓集 近遊集""],[null,""敬業堂詩集 卷二十四 賓雲集""],[null,""敬業堂詩集 卷二十五 炎天水雪集 垂槖集""]],""index_in_book"":3,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5492""},""id"":""299504"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100155/0005/290100155_0005.pdf"",""toc"":[[null,""敬業堂詩集 卷二十六 杖家集""],[null,""敬業堂詩集 卷二十七 過夏集""],[null,""敬業堂詩集 卷二十八 偷存集 繙經集""],[null,""敬業堂詩集 卷二十九 赴召集""],[null,""敬業堂詩集 卷三十 隨輦集""],[null,""敬業堂詩集 卷三十一 直廬集""],[null,""敬業堂詩集 卷三十二 考牧集""],[null,""敬業堂詩集 卷三十三 甘雨集""]],""index_in_book"":4,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5474""},""id"":""299505"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100155/0006/290100155_0006.pdf"",""toc"":[[null,""敬業堂詩集 卷三十四 西阡集 迎鑾集""],[null,""敬業堂詩集 卷三十五 還朝集""],[null,""敬業堂詩集 卷三十六 道院集""],[null,""敬業堂詩集 卷三十七 槐簃集上""],[null,""敬業堂詩集 卷三十八 槐簃集下""],[null,""敬業堂詩集 卷三十九 棗東集""]],""index_in_book"":5,""of_book_id"":""290100155"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee67bf181f6f81b3b5442""},""id"":""299506"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100155/0007/290100155_0007.pdf"",""toc"":[[null,""敬業堂詩集 卷四十一 待放集""],[null,""敬業堂詩集 卷四十二 計日集""],[null,""敬業堂詩集 卷四十三 齒會集""],[null,""敬業堂詩集 卷四十四 步孫集""]],""index_in_book"":6,""of_book_id"":""290100155"",""of_collection_name"":""data_892""}]"
